Title,Year,Genre,Plot,Language,Poster,IMDBRating,Director,Production
My Combat Team,1987,"12, 28, 10752","1945 год, война позади. Восемнадцатилетний сержант Сергей Кружкой после тяжелого ранения возвращается домой. Узнав, что в городе орудует банда преступников, герой решает помочь органам правопорядка и в одиночку начинает расследование. После первого столкновения с бандитами Сергей попадает в госпиталь. К нему приезжают фронтовые друзья и они вместе разрабатывают план действий…",ru,https://image.tmdb.org/t/p/w500/vp18KH90PPEkqvHygfN09nKKrdp.jpg,0,Mikhail Nikitin,
Movie Clip,1987,10402,"In the open-air cinema-like scenery domestic rock bands get time for a short movie clip each, linked by an also short musical frame-play. Each of the altogether eighteen clips is a whole film etude playing with visual-lingual associations, film ideas, revealing the back-thought of the songs, and on the whole sometimes melancholicly, sometimes ironically the hopeless, sad picture of the era can be distinguished.",en,https://image.tmdb.org/t/p/w500/rLp9mQbhcVUMEKstXJIOz8sSFdB.jpg,5,Péter Tímár,
Mr. India,1987,"28, 878, 18","A poor but big-hearted man takes orphans into his home. After discovering his scientist father's invisibility device, he rises to the occasion and fights to save his children and all of India from the clutches of a megalomaniac.",hi,https://image.tmdb.org/t/p/w500/d5zSzzDQcb1GsgcAisiZz5lWyaF.jpg,6.771,Shekhar Kapur,Narsimha Enterprises
Munchies,1987,"35, 27, 878","Simon Watterman, a space archaeologist, discovers the ""Munchies"" in a cave in Peru. Cecil Watterman, Simon's evil twin brother and snack food entrepreneur, kidnaps the creature. What Cecil does not know is that the creature, when chopped up, regenerates into many new creatures and are they mean!",en,https://image.tmdb.org/t/p/w500/51eGxEkyGMcHSGDLRjnf1oOKx2W.jpg,4.9,Tina Hirsch,"Concorde Pictures, New Horizons Picture"
My Demon Lover,1987,"35, 14, 27, 10749","Denny has yet again been left by her thug boyfriend Chip. It seems as if she is doomed to be stuck with awful guys, this time she has to choose between nerdy Charles and the strange Kaz, who turns into a monster when sexually aroused.",en,https://image.tmdb.org/t/p/w500/upmdvOiMiCb1vSdgjqJ0uKQO8ox.jpg,5.4,Charlie Loventhal,New Line Cinema
Pirates of the Lake,1987,"12, 18, 10751","It is the first day of the summer vacation. Jojje, Jerker and Fabian wants to borrow a sailing boat to take a boat trip so they steal it. They plan to examine all of Lake Maelaren, but a storm breaks out and the boat sinks. They go ashore, steal food and a new boat. While everybody else believes them to be dead, they have a wonderful time. They meet a crazy Count and find a dead body.",sv,https://image.tmdb.org/t/p/w500/6dn6rNhFslcKV4ngMaw7tpnNhV1.jpg,6.2,Allan Edwall,
Nad Niemnem,1987,18,"Adaptation of novel by Eliza Orzeszkowa. The film is set in 1886 in Lithuania, is spins around a conflict between Bohatyrowicz family and aristocrat family in Korczyn. Against the background of the social and family disputes was shown topic of love between Justyna Orzelska, niece of Benedykt Korczyński, and Jan Bohatyrowicz. Will their love be strong enough to break the mental barrier that separates the world of Bohatyrowicz from the world of Korczyński?",pl,https://image.tmdb.org/t/p/w500/2hKRU2WowhWECG3AJJBEtsbM3ti.jpg,4.6,Zbigniew Kuźmiński,"Zespół Filmowy ""Profil"""
Nadine,1987,"10749, 35, 80, 28","Hairdresser Nadine Hightower wants to retrieve the risqué photos she once posed for, but when she visits the photographer at his office, he's murdered by an intruder. Nadine talks her estranged husband, Vernon, into going along when she returns to the office, where they stumble across plans for a less than legal construction project. But when Vernon tries to turn the documents into a cash windfall, he and Nadine are pursued by goons with guns.",en,https://image.tmdb.org/t/p/w500/mim8TLLXmD3ui03f9jVmOXGACv8.jpg,5.4,Robert Benton,"TriStar Pictures, ML Delphi Premier Productions"
The Man with Three Coffins,1987,18,"While journeying across South Korea for a suitable place to scatter his late wife’s ashes, a widower crosses paths with a nurse and her patient - a gravely ill old man who offers him a considerable amount of money to take him to his hometown.",ko,https://image.tmdb.org/t/p/w500/nIXrxFLWlofxaC9pKKoGSnB882N.jpg,6,Lee Jang-ho,Pan Film
Diary for My Loves,1987,18,"A continuation of ""Diary for My Children,"" the film picks up in 1950, when Juli, the diarist, is 18 and determined to become a movie director.",hu,https://image.tmdb.org/t/p/w500/t2PqimifLw8PPESYzP4710PlSto.jpg,6.9,Márta Mészáros,"Zespół Filmowy, Mafilm"
