Title,Year,Genre,Plot,Language,Poster,IMDBRating,Director,Production
Anna,1993,99,"Director Nikita Mikhalkov documents the history of Russia from 1980 to 1991 by annually asking his daughter Anna such questions as ""What do you love the most?"", ""What scares you the most?"", ""What do you want above anything"" and ""What do you hate the most?""",ru,https://image.tmdb.org/t/p/w500/s28cTF4JPqMQURFTI3Yw3ujOfus.jpg,4.8,Nikita Mikhalkov,Studio Trite
Are they still shooting?,1993,18,,de,https://image.tmdb.org/t/p/w500/eQ49u8QTrctBSDDFTRV89rNmkVN.jpg,0,Tomislav Novakovic,"Fine Arts Department Columbia University, It Takes Two"
Concealed Weapon,1994,53,"Something unthinkable is happening among Hollywood's elite power players... and Oliver Wright is in the midst of it all. A struggling actor, Oliver gets the lead in a movie for a well-known producer. But what starts out as the role of a lifetime turns into a role others would ""kill"" for!",en,https://image.tmdb.org/t/p/w500/8ZHtSfsolQloHKWDWxRtucIbToE.jpg,3,Milan Živković,Concorde-New Horizons
Life's Little Treasures,1994,"35, 18, 10749","This movie is about love affairs, simple pleasures of a few men and women who will gather for a few days in a villa, around a piano and the music of Gottschalk who is perhaps the main actor.",fr,https://image.tmdb.org/t/p/w500/eBisevuPI83W6MtLZVsutpM2MqK.jpg,5.1,Michel Deville,"Eléfilm, France 3 Cinéma, Canal+"
Backbeat,1994,"18, 10402","Chronicles the early days of The Beatles in Hamburg, Germany. The film focuses primarily on the relationship between Stuart Sutcliffe, John Lennon, and Sutcliffe's girlfriend Astrid Kirchherr.",en,https://image.tmdb.org/t/p/w500/1BuFx7P8veAUUZDXqdMNhtdCUSM.jpg,6.1,Iain Softley,"Film4 Productions, PolyGram Filmed Entertainment, The Rank Organisation, Senator Film"
El baile de las ánimas,1994,18,,es,https://image.tmdb.org/t/p/w500/fH5Zj7D3zsOmEGAIfAM2iyY6Z2x.jpg,6.3,Pedro Carvajal,Laurent Films
Balagan,1994,99,Documentary about a Jewish-Palestinian theater group in Israel.,de,https://image.tmdb.org/t/p/w500/Aqo9tx3V6jYW5rhOgRoW9Bb1UBm.jpg,0,Andres Veiel,
The Bands,1993,,,de,https://image.tmdb.org/t/p/w500/84MnwbtBMETsQHh6Z8wq0EP1X5b.jpg,0,Egon Humer,Prisma Film
The Marriage Boat,1994,,,fr,https://image.tmdb.org/t/p/w500/ngs1gJrDaMIZFFW7PjBkOxIMAXb.jpg,0,Jean-Pierre Améris,
Being Human,1994,"18, 35, 14",One man must learn the meaning of courage across four lifetimes centuries apart.,en,https://image.tmdb.org/t/p/w500/1OJilNyyJPH3es0HZzebJjuPJua.jpg,5,Bill Forsyth,"Warner Bros. Pictures, Enigma Productions, Fujisankei Communications Group, British Satellite Broadcasting, NatWest Ventures, The Bountiful Company"
Beyond Bedlam,1994,27,An experiment gone awry places a neurologist and a homicide detective in a psychopath's nightmarish world.,en,https://image.tmdb.org/t/p/w500/rqArVCgag2ng179rb3OXeEnS4Lo.jpg,5,Vadim Jean,Metrodome Films
Body Shot,1994,53,"Paparazzi photographer Mickey Dane is obsessed with elusive pop singer Chelsea, and his attempts to capture her on film often land him in trouble.",en,https://image.tmdb.org/t/p/w500/a40QPUsYpRXM7mtHuAC4P4GDcMf.jpg,3.6,Dimitri Logothetis,"Connexion Film, Eternity Pictures"
Breaking Point,1994,53,"A retired police detective reluctantly returns to action to stop a serial killer dubbed ""The Surgeon"".",en,https://image.tmdb.org/t/p/w500/haATl9ydrcgVNMqNT28myNC8X9i.jpg,2.7,Paul Ziller,
Burning Life,1994,"80, 18","Anna and Lisa, two young women, meet by chance in the vestibule of a bank, and decide after that to go on together leaving a successful trail of bank-robberies through Germany.",de,https://image.tmdb.org/t/p/w500/akydS2XbRKt6WxTOeEFZc0sXd4V.jpg,5.8,Peter Welz,"Parabel Film & Fernsehen & Script, Südwestfunk, Antaeus Film- und Fernsehproduktionsgesellschaft mbH, Ostdeutscher Rundfunk Brandenburg"
El camino de las hormigas,1993,99,Four nights in Caracas. A documentary essay about chaos and civilization.,es,https://image.tmdb.org/t/p/w500/89h5A3BKgAEMwkRXwfNfzX8Qv11.jpg,7,Rafael Marziano Tinoco,"Makatoa Media Producciones, Producciones cinematográficas Kino C.A."
Wild Boys,1994,18,,es,https://image.tmdb.org/t/p/w500/teNU2jpjZYJS6GNwg3NWOkfyTYA.jpg,0,Javier Elorrieta,"Origen Producciones Cinematograficas, Anem Films, Lotus Films Internacional S.A."
Shelter of the Wings,1994,18,"In this Indian drama a young man must cope with a job he is not really suited for. Lakhinder captures exotic birds from the Bengal forests. He is to sell them in Calcutta. Unfortunately he cannot bear to see them caged and always sets them free. He does not earn a lot of money as a result. His wife is angry at him, and begins having an affair with the man who takes the birds to the market. Lakhinder's partner's daughter understands his relationship to the birds. They come to visit him in his lonely hut.",bn,https://image.tmdb.org/t/p/w500/ioh9C1jsJhNugehjmtrJZruknQP.jpg,5,Buddhadeb Dasgupta,Gope Movies
Charlie & Louise - Das doppelte Lottchen,1994,"10751, 35","Charlie &amp; Louise – Das doppelte Lottchen is a German children's film directed by Joseph Vilsmaier in 1994, starring Corinna Harfouch. It is a film adaptation of the novel Das doppelte Lottchen by Erich Kästner.",de,https://image.tmdb.org/t/p/w500/mqGQd8xi0Fn2KAowyX9doYzfI3M.jpg,5.964,Joseph Vilsmaier,"Perathon Film-und Fernsehproduktions, Bavaria Film, Filmproduktion Peter Zenk"
Una chica entre un millón,1994,35,Miguel is a rich heir who is robbed shortly before his wedding. The appearance of a mysterious woman saves him. Since then he has been obsessed with finding her.,es,https://image.tmdb.org/t/p/w500/uwywwOKxuHRTURcMfzqdQkjnuRI.jpg,8.214,Álvaro Sáenz de Heredia,
Chinese Kamasutra,1993,"14, 10749","Joan Parker, an American scholar of Chinese lore, recently took on a job at a Chinese library. When she stumbles upon a volume of the Kamasutra, her sexual fantasies are unleashed, but she remains cold towards the advances of her fellow librarian. There seems to be a connection to a haunted house she passes by on her way home, and the strange man keeps watching her from a barred window above. Unknowingly, she stumbles into the clutches of the Kamasutra cult, and through a series of trials and orgies discovers her sexuality...and her true nature as a reincarnation of an unhappy lover",it,https://image.tmdb.org/t/p/w500/smZHjhhxt7EjxCu08En5ahs5g8d.jpg,5.8,Joe D'Amato,Butterfly Motion Pictures
Fearless Match,1994,"80, 18, 28","Rookie PTU officers Fan and Fat manages to find themselves in a shootout with fugitives but ends up in a favorable light afterwards, earning promotions to CID officers.",cn,https://image.tmdb.org/t/p/w500/q20rTP6kpe8QWsSH5JsQegKN3k9.jpg,5,Herman Yau,
El cianuro… ¿solo o con leche?,1994,35,"The argument between Enrique and Javier, his best friend and Marta's husband, his lover, ends with the accidental death of Javier. Faced with the difficulty of proving his innocence, Enrique decides to start, along with Marta and the corpse of Javier, a trip without direction.",es,https://image.tmdb.org/t/p/w500/svYNrkF2o51kPMFSQ7kLwZdBcFF.jpg,4.3,José Miguel Ganga,"Canal+ España, José Frade, Atresmedia"
The Price of Life,1994,"10752, 18","At the end of 1991, a prisoner Ivan escapes from Serbian camp. He finds a hideout in the property of a wealthy Serbian landowner Stevan, who eventually finds him and offers him two choices - to submit him to the authorities, or to make Ivan work for him. Ivan accepts the latter and while staying on the farm he gradually introduces the landowner's deranged family. He also meets his daughter-in-law Anica, a beautiful Croatian woman married to landowner's bloodthirsty son who fights in Croatia. A secret love affair is being developed between the two Croats.",hr,N/A,0,Bogdan Žižić,"Graphis, Jadran Film"
Living Together,1994,,"Two single men in their late forties spend regular weekends in a semi-derelict house on the Paraná river delta near Buenos Aires. However, when a girl asks for shelter from a storm, both men are forced to re-evaluate their lives and their friendship.",en,https://image.tmdb.org/t/p/w500/bP62eaJHImZeZhJT8XE2Mtiax7P.jpg,6.2,Carlos Galettini,
How to Be Miserable and Enjoy It,1994,35,"Carmen, an attractive 40 year old woman, suddenly belongs a widow. For her, the emptiness feeling is new and disorienting. Trying to rebuild her life, Carmen finds that men around her are interested in offering her more than a shoulder to mourn. The unexpected pregnancy of his daughter, putting even more pressure on Carmen. She brings her daughter back and to look after the baby together. This becomes one more element to overcome in their efforts to organize themselves.",es,https://image.tmdb.org/t/p/w500/4NbknMAqrmMdqNQMy46fliXspR0.jpg,6,Enrique Urbizu,"Atrium Productions, Canal+ España, Iberoamericana Films Produccion, Promociones Audiovisuales Reunidas, Atresmedia"
Dark Tide,1994,53,"Andi joins her husband Tim on a tropical island to help him with the capturing of poisonous sea snakes for their venom. Her flagrant sensuality attracts the attention of hired hand Dak, and when Tim becomes bitterly obsessed with his faltering job, Andi shares an intimate afternoon with the obsessed crewman, but then refuses to continue the affair, which leads the jilted lover to begin a series of escalating violent events.",en,https://image.tmdb.org/t/p/w500/kQ5f3Sl2TJOP4CO83g3v7YbBHHi.jpg,3.9,Luca Bercovici,
The Darker Side of Black,1994,99,"An exploration of the homophobia expressed by reggae and rap artists againts gays and lesbians. Inludes interviews with rappers Shabba Ranks and Buju Banton, who cite religious reasons for their particular brand of homophobia.",en,https://image.tmdb.org/t/p/w500/7LiiEImPIOp1yw9nSgmGv4Q4qVV.jpg,1,Isaac Julien,
Dead On,1994,53,"In an erotic update of ""Strangers on a Train"", airline pilot Ted Beaumont and his lover, Erin Davenport, scheme to rid themselves of their respective spouses. Ted's wife disappears mysteriously and thinking that all is proceeding well, he plans an elaborate scheme to kill Erin's husband. However all is not as it seems.",en,https://image.tmdb.org/t/p/w500/vAUpx4mMCCAQh3dGKCQGoQyo4jh.jpg,3.6,Ralph Hemecker,Stu Segall Productions
Deadly Advice,1994,"35, 18","Mother rules the house with an iron hand and has such power over her daughters that they see themselves as becoming old unmarried, maids. Jodie has feelings for the local doctor, a man much older than her, for which her mother strongly disapproves. Beth finds a relationship with a male stripper in Bristol, but sees nothing in the future with Mother around. While both girls would like to be rid of Mother, nothing happens until Jodie sees images of H. R. Armstrong, the man who put the town on the map by dispatching his un-loving wife",en,https://image.tmdb.org/t/p/w500/j36OTxvUtO6KxrL2bbzGUN2FlFC.jpg,4.6,Mandie Fletcher,Zenith Entertainment
Discretion Assured,1994,"10770, 18, 53, 80","Three American businessmen have a problem with their Brazilian company: someone is embezzling millions of dollars. Michael is having an affair with Frank's wife Paige, but wants to end it. Paige is not so accommodating, and causes trouble with Michael's wife Kitty and his new interest, local artist Miranda. When someone is murdered Michael becomes a suspect, and must try to find the murderer and catch the embezzler while sorting out the wreckage of his personal life.",en,https://image.tmdb.org/t/p/w500/lzSj1oEPY77O7KRJf7hJvhJYVC8.jpg,3.8,Odorico Mendes,
A Diary of Insults,1994,18,"Middle-aged couple try to preserve at least some of their dignified life in times of war, poverty and sanctions.",sr,https://image.tmdb.org/t/p/w500/sKiB5lioSQPJnh0cW35U4D6C9DU.jpg,3.5,Zdravko Šotra,"Radiotelevizija Beograd, Dan Film"
Double Dragon,1994,"28, 12, 35","Two brothers have half of a powerful ancient Chinese talisman. An evil gang leader has the other half, and determines to get the brothers' half and have a complete medallion so he can gain absolute power.",en,https://image.tmdb.org/t/p/w500/1Qf7kxtbv1INolirNsVarJDjsMz.jpg,4.4,James Yukich,"Gramercy Pictures, Imperial Entertainment, Scanbox"
Double Exposure,1994,"80, 18","White collar crime, a crooked PI and a top notch homicide forensics team come together in this low-budget erotic thriller about a wife killed while in a hotel room with her lover.",en,https://image.tmdb.org/t/p/w500/63KjPBmBXnCO4KNc9G1yHWrKDx1.jpg,5.1,Claudia Hoover,"Prism Entertainment Corporation, Falcon Arts & Entertainment"
Délit mineur,1994,,A teenager named Guillaume admits to being guilty of his father's murder in order to protect his dear mother.,fr,https://image.tmdb.org/t/p/w500/8KfZOCfS2kjyR20MWr8oP9jYXWC.jpg,0,Francis Girod,
Every Breath,1994,53,An unemployed actor gets involved with a strange woman who hangs out in lesbian nightclubs and her rich arms dealer husband.,en,https://image.tmdb.org/t/p/w500/vpdl30zH79IP5PkM836WoYgGLVq.jpg,2,Steve Bing,Motion Picture Corporation of America
Gospel According to Harry,1994,"35, 18, 14","Karen and Wes's marriage is crumbling apart - like a sandcastle. Karen can't even make love to her husband any more - the sand has managed to get everywhere. Harry, a tax collector, is a witness to this marriage falling apart.",en,https://image.tmdb.org/t/p/w500/hHX74NKqEvURhKHz3gw1H7FjWG6.jpg,5.2,Lech Majewski,"Filmcontract Ltd., Lech Majewski Enterprises, Propaganda Films"
Fatal Past,1994,"18, 53",A mobster's mistress and her bodyguard share a forbidden love and discover they may be doomed by an ominous past life.,en,https://image.tmdb.org/t/p/w500/sQEEvGOBfmXtBwi4Fee811fMgWr.jpg,4.3,Clive Fleury,"Skouras Pictures, Phillip Emanuel Productions"
Fearless: The Hunterwali Story,1994,99,A retrospective documentary about the life of Mary Evans Wadia AKA Fearless Nadia.,hi,https://image.tmdb.org/t/p/w500/dDoOKdvyUnLGtwPtN6bTvcSwi2a.jpg,0,Riyad Vinci Wadia,
A Light-Sensitive Story,1994,,"Juli is a freelance photographer in her late 20’s, scrambling to make some money and sort out her private life. Most of the time she lives with her boyfriend, a student named Csaba, in a rented room. Her much-loved 7-year-old son, Peti, lives in an apartment with Juli’s mother.",en,N/A,0,Pál Erdőss,
Flashfire,1994,"80, 28","Police detective Jack Flinder is already in trouble with the rest of his force for imprisoning a corrupt partner, but now he has a new problem to deal with. Another officer has been murdered in a hotel room, where he was with a prostitute named Lisa, who managed to escape with her life. Flinder has to track down Lisa to find out what happened, but the answer proves the corruption in his department runs much deeper than he had initially believed.",en,https://image.tmdb.org/t/p/w500/xlVd36lmdnL8dwJ6w1RalbJW2ay.jpg,5.7,Elliot Silverstein,"Fox West Pictures, August Fire Productions Inc., Avondale Pictures"
Forced to Kill,1994,"28, 53","A repo man tries to deliver a repossessed Jaguar. He's captured by a bizarre family, straight out of the backwoods, who force him to fight in an illegal, bare-fist tournament run by an insane sheriff.",en,https://image.tmdb.org/t/p/w500/A0LpyRZ79qrQ2Ar3dGrYyB24yXy.jpg,4.6,Russell Solberg,PM Entertainment Group
Fortunes of War,1994,"28, 53","When Canadian diplomat Carl Pimmler sends his friend Peter Kernan and his wife Johanna  to deliver medicine to the deep jungles of Cambodia, but Peter gets more than he bargained for when the journey ends in a fight for survival. Peter must use his experience and knowledge of South East Asia to get them out of this dangerous mess.",en,https://image.tmdb.org/t/p/w500/a9c8qaASCWO3fMkxB6lG8O0ZBSb.jpg,3.3,Thierry Notz,
Future Shock,1994,"27, 878","A psychiatrist uses virtual reality to probe the minds of three unsuspecting patients, unleashing horrific psychic forces in the process.",en,https://image.tmdb.org/t/p/w500/AnvIfCyoa5cZlNidM7TJsL8QkIi.jpg,4,Eric Parkinson,"Park Place Ent., Paradise Pictures Corp."
"Glaube, Liebe, Hoffnung",1994,99,"Portrait of a group of skinheads, some politically left wing, others extremely right wing. One feels the cold atmosphere of the society. The film was controversial. It was praised by some for its inside into the skinhead scene, but attacked by others for giving these radicals a platform for their arguments. Even more confusing were the images in its brilliant black-and-white cinematography.",de,https://image.tmdb.org/t/p/w500/vYBOqTgzcU1FGgUgfWO5wJVwwtN.jpg,10,Andreas Voigt,
The Year of the Dog,1994,,"Former criminal Sergei meets Vera - an elderly unhappy woman who lives in a dormitory. After Sergei commits another crime, they run together and along the way they accidentally get into a zone contaminated by radiation. Sergei decides to stay there, but Vera does not leave him. At that moment three looters come to the territory.",ru,https://image.tmdb.org/t/p/w500/xrCoEgBip2Rw8tRDqLyvRfxAUra.jpg,3,Semyon Aranovich,"Studio ""Golos"" (Lenfilm), Sodaperaga Productions, Roskomkino"
Great Moments in Aviation,1994,"18, 10749","The film follows Gabriel Angel (Rakie Ayola), a young Caribbean aviator who falls in love with the forger Duncan Stewart (Jonathan Pryce) on her journey to England. Stewart is pursued by his nemesis Rex Goodyear (John Hurt), and the group are supported by Dr Angela Bead (Vanessa Redgrave) and Miss Gwendolyn Quim (Dorothy Tutin), retired missionaries who become lovers during the voyage.",en,https://image.tmdb.org/t/p/w500/itcX2CuJiNcLY6yPb5hRkdGVtst.jpg,5.3,Beeban Kidron,BBC
Guerrero Negro,1994,"9648, 18, 80",,es,https://image.tmdb.org/t/p/w500/uqN5NChcTTKh1L5ri1LaHAzNgE9.jpg,4,Raúl Araiza,"Televicine, Jones Camacho"
Hellbound,1994,"27, 28, 53","Two Chicago police officers are sent to investigate the brutal murder of a rabbi. As the investigation begins, Shatter and Jackson are summoned to Israel for questioning. Upon arrival they realize that they are, in fact, pursuing a supernatural being.",en,https://image.tmdb.org/t/p/w500/wfrZ62b1h1e6Btxp7RO94Xl0e7u.jpg,4.9,Aaron Norris,"The Cannon Group, Globus-Pierce Productions, Globus Pictures"
Hexagone,1994,,"Hexagone, shot in the Parisian suburb of Goussainville, documents the life of a working-class banlieue through a fragmented, episodic narrative which interweaves the lives of a variety of characters, principally drawn from the Maghrebi community.",fr,https://image.tmdb.org/t/p/w500/9mPsNfvLnnyWAkLYl5HdwoVBwgh.jpg,6,Malik Chibane,
Tales of the Stinking Military Service,1994,35,,es,https://image.tmdb.org/t/p/w500/qufQnE3oIQZ6omfo7VNhSxuCKAS.jpg,5.5,Manuel Esteban,"Canal+ España, Motion Pictures S.A., TV3, TVE"
The House of Pleasure,1994,18,"Lord Gregory Hutton takes his beautiful young wife Eleanore on a business trip to the Far East for their honeymoon. They stay at the house of Lin, a young local owner of a silk farm and fashion factory whose father only recently died. Lady Eleanor finds herself attracted to Lin and soon is tempted by his advances. But it is not all as it seems. Lord Gregory seems more and more indifferent, and Lady Eleanor starts to get confused. Money is in the game.",it,https://image.tmdb.org/t/p/w500/jbI3MxWezphs7CKQDVjAeyuEV3V.jpg,4.5,Joe D'Amato,Produzioni Cinematografiche Massaccesi (PCM) International
A Soul Haunted by Painting,1994,"18, 10749","A Chinese prostitute weds, studies painting, and becomes a renowned artist and professor in Paris.",zh,https://image.tmdb.org/t/p/w500/gbTDhJr2Cb9wL1CsPM6hO9rtgYb.jpg,6,Huang Shuqin,Shanghai Film Studio
Huck and the King of Hearts,1994,12,"Taking place in the 1990's, Huck and his card shark friend, Jim, travel from California to Nevada searching for Huck's long-lost grandpa. Along the way, a deceived card player chases the two across the states with his two, less intelligent, sidekicks.",en,https://image.tmdb.org/t/p/w500/479aq7jnqSLVcdpOSHWBUXXA4Hf.jpg,5.5,Michael Keusch,Trimark Pictures
Ice,1994,"28, 53, 80","A married couple of cat burglars scheme to rob a set of stolen diamonds from the local mafia only to be hampered by persistent police detectives, another scam artist, and a rival mob group.",en,https://image.tmdb.org/t/p/w500/5lr0uiXKtpqjGzPtXzT9ItA8ReU.jpg,4.5,Brook Yeaton,PM Entertainment Group
Illegal Entry: Formula for Fear,1993,53,A masked killer has murdered a young girl's parents and is now stalking her. It seems that her father had developed a secret formula that would end world hunger. The killer--or whoever sent him--wants it and believes that she has it.,en,https://image.tmdb.org/t/p/w500/35I6F6BuVTMPaNhRr7eXI8iWCHt.jpg,5,Henri Charr,Prototype Productions
In Custody,1994,"18, 35","Ismail Merchant's feature directorial debut addresses a subject close to his heart: the expressive Urdu language of Northern India, in danger of extinction as political trends and modernization obscure its contributions to Indian culture. Merchant 's treatment is wry and good humored , as his characters - an aging Urdu poet (Shashi Kapoor) and a worshipful young college lecturer - clash despite their shared passion for the beauty of words.",hi,https://image.tmdb.org/t/p/w500/7cWaNigVlPm8R9bwgTnWweDK8qt.jpg,4.8,Ismail Merchant,Merchant Ivory Productions
Intimacy,1994,,"Françoise is determined to help her friend Lucie discover sexual fulfillment, whom she considers to be stuck in a marital rut with Henri, her failing husband. So she introduces her to a friend, Pierre, who soon becomes her lover. Pierre even proposes to Lucie to go with him to Nice, where he says he has a villa.",fr,https://image.tmdb.org/t/p/w500/h5qq6hAiC7dpv74zR2lEe3zsAFb.jpg,1,Dominik Moll,
Je t’aime quand même,1994,,Ramon meets Betty after 25 years in Toulouse.,fr,https://image.tmdb.org/t/p/w500/giRDzHA5PYxPcU0vchbX1NMVMVg.jpg,0,Nina Companéez,
Joan the Maid I: The Battles,1994,"36, 18, 10752","Convinced that only she can lead France to victory against the invading English, Jeanne d'Arc leaves her childhood home to plead Charles, heir to the French throne, to allow her to guide his troops on the battlefield.",fr,https://image.tmdb.org/t/p/w500/7OZMt7bn1QAeJGNQ4bHb1BosJCQ.jpg,6.7,Jacques Rivette,"France 3 Cinéma, La Sept, Bac Films, Pierre Grise Productions"
Joan the Maid II: The Prisons,1994,"36, 18","Jeanne d'Arc has succeeded in lifting the siege on Orléans and Charles VII has been ordained King of France. However, she is injured in her failed attempt to take Paris, weakening her position at court. When she is finally captured and put on trial, she finds both her life and the sanctity of her body at stake.",fr,https://image.tmdb.org/t/p/w500/wYBIZgm2Hd7D4bObVSKIFayAVVR.jpg,6.8,Jacques Rivette,"La Sept, Bac Films, France 3 Cinéma, Pierre Grise Productions"
Slave of the Sword,1993,"28, 18","During a period of upheaval, an itinerant performer has a troupe of four children, one of whom is his daughter Mu-Lin. Jump ahead 15 years, he's ready to retire and has arranged Mu-Lin's marriage. Someone he recognizes enters his house and murders him. Mu-Lin is brought to a fancy bordello where the most beautiful prostitute, Yeh Hong, takes a special interest in her. One of Yeh Hong's lovers, Kim, who is an assassin, also develops a relationship with Mu-Lin. He and Yeh Hong may be working with the emperor's eunuch; all are power hungry. Things seem more than coincidental: does Mu-Lin have a history with this trio? If so, what is it?",zh,https://image.tmdb.org/t/p/w500/4L4rfbNzaSPbpNvnRaHm2mCMKeT.jpg,4.7,Kevin Chu,Chang-Hong Channel Film & Video Co.
"Good Night, Prince!",1993,,"András comes to Budapest because he failed at his school-leaving exam and he would like his aunt, a maths teacher to prepare him for the next exam. The boy wants to be an actor and intends to get to Hollywood once. His cousins and friends are making a film.",hu,https://image.tmdb.org/t/p/w500/i54ql7zdxIQVfu3JyaQ6F2h36nh.jpg,0,János Rózsa,
The Emperor's New Clothes,1994,"10751, 14","The Emperor of a European country demands new clothes to wear every day, in fact sometimes several times a day. He imposes a heavy tax on the poor citizens to pay for his vanity. An itinerant man and boy come to the capital city and see the injustice, and make friends, but they soon have to flee. They return disguised as Arab tailors, and offer to make the Emperor a new suit of clothes. But only the wise will be able to see it; fools, or those unfit for their public office, will not see anything. The Emperor orders the suit made, and much money is needed to purchase the raw materials. Eventually the suit is ready, and the Emperor and his officials pretend that they can see a wonderful outfit; will anyone prick the bubble of the illusion?",cs,https://image.tmdb.org/t/p/w500/tt9wHzVmyHsTY5olTZWqSETy2W4.jpg,6,Juraj Herz,"ZDF, Omnia Film München, Mirofilm"
