Title,Year,Genre,Plot,Language,Poster,IMDBRating,Director,Production
Condom,1990,"18, 99",About the history of the contraceptive tool and reminds us of the importance of using a condom in combating sexually transmitted diseases.,en,https://image.tmdb.org/t/p/w500/9uTrUQBKoXnysolXM4ixc4alCad.jpg,2,Alvaro Pardo,"YLE, Filmitakomo"
Hukom .45,1990,"28, 18",,tl,https://image.tmdb.org/t/p/w500/5MWmDboHlQ1zfvVgCPLtmmgY4XX.jpg,0,Rudy Dominguez,"Kelly Ellis Films International, Sunlight Films"
Kaaranama,1990,,"Suraj who is a private horse trainer whose best friend in the whole world is his wonder horse. The horse, Chetak, poses a direct threat to millionaire punter, Rana on the race course and the macho Suraj poses a challenge to Rana.",en,https://image.tmdb.org/t/p/w500/zt9wUntUX3p5qRYNHsiM9RLPuVp.jpg,9,Ranjeet Bedi,
Kapag wala nang batas,1990,28,"This crime drama casts Chuck Perez as Gabriel, a seminarian who tries to turn away from the lawlessness brought upon his family that has ties with the syndicates. But when rival gangs target loved ones, he is forced to abandon his vocation to join the bloody feud.",tl,https://image.tmdb.org/t/p/w500/hMwabNNlFTdER87q1j5lupSHEEY.jpg,0,Gregg de Guzman,Viva Films
Kolehiyala,1990,18,A film by Eddie Rodriguez.,tl,https://image.tmdb.org/t/p/w500/fPC4tZbL4IKQvIBaq0Zb58EEJj6.jpg,0,Eddie Rodriguez,Viva Films
Rescate mortal,1990,"28, 12","A college student goes on vacation to a South American country after learning he has cancer, and gets involved in the local civil war after his best friend is kidnapped by the revolutionary guerilla.",es,https://image.tmdb.org/t/p/w500/6iZgUOhjAFdsjvwKfYJKOzI8wNg.jpg,3.7,Rubén Galindo Jr.,Producciones Torrente
"Tora Tora, Bang Bang Bang",1990,35,"Its a story about a family get together of all the sons from different woman, meeting up with the father then going of war?! Confusing welcome to Tora Tora, Bang Bang Bang.",tl,https://image.tmdb.org/t/p/w500/zJZTQBCkvxI1CiEnAvm58KOc8mh.jpg,0,Mike Relon Makiling,Regal Entertainment Inc.
Venganza Suicida,1990,"28, 18, 80","On Christmas Eve, three thieves brutally murder a woman and one of her daughters, leaving behind a second half-dead daughter named Elena (Patricia Rivera).  When Elena recovers, she decides to change her identity with plastic surgery and hunt down the killers, dispatching of them in gory ways that involve a chainsaw, a drill and much more. Only a cop (Roberto 'Flaco' Guzman) can stop her by following the bloody trail she leaves on her suicidal quest for revenge.",es,https://image.tmdb.org/t/p/w500/1mKCBiEYvxCcgYeFwJUYLRZJaki.jpg,6.8,Julio Ruiz Llaneza,Colima Films S.A.
Warriors from Hell,1990,"10752, 28","Matt Butler joins a group of soldiers hunting Communist backed rebels who have been conscripting men into their forces and pillaging the land. Stars Deon Stewardson, Glen Gabela, Shayne Leith, Adrienne Pearce",en,https://image.tmdb.org/t/p/w500/tzz1YXpM9wQYQiKNgeqY9KArrrm.jpg,6,Ronnie Isaacs,Estee International Films
Carrera contra la muerte,1990,28,,es,https://image.tmdb.org/t/p/w500/rXvzdJ3mE3ZcexERUsYndq2mhXU.jpg,5,Gilberto de Anda,Cinematográfica Sol S.A.
